1E8O,0.63877
1E0O,0.19786
1C04,0.2234
1BMV,0.33604
1AOI,0.53091
1I6H,0.2252
1IBM,0.29041
1FJG,0.2861
1HYS,0.3655
1FFK,0.2025
1F8V,0.37011
1F66,0.54252
1I95,0.29128
1EG0,0.26156
1HNW,0.29407
1EIY,0.21892
1I96,0.29005
1EQZ,0.48907
1HNX,0.28704
1I94,0.28943
1I97,0.29119
1HNZ,0.28538
1IBK,0.29091
1HR0,0.287
1IBL,0.28641
1FKA,0.27918
1JGP,0.28678
1M1K,0.33667
1K9M,0.33603
1J5E,0.28695
1L9Z,0.09872
1IO4,0.14376
1KX5,0.46755
1KC8,0.29317
1JYQ,0.98997
1KX4,0.5721
1MJ1,0.36235
1KX3,0.56649
1K73,0.2382
1LB2,0.40319
1JGQ,0.28678
1ML5,0.28678
1LOC,0.36533
1L6X,0.32102
1M63,0.33699
1M19,error
1M1A,0.5684
1MF8,0.32792
1LGC,0.32528
1JGO,0.28678
1JJ2,0.15989
1J5O,0.29487
1MCO,0.45424
1ID3,0.55062
1KD1,0.33609
1KQS,0.15875
1K8A,0.26274
1M06,0.17751
1M18,0.56705
1M90,0.33791
1Q82,0.31497
1NWX,0.20675
1N8R,0.24
1P3B,0.55987
1N32,0.28778
1P3A,0.56959
1P3F,0.55701
1P3P,0.55603
1N5Y,0.29463
1NKW,0.20675
1QD7,0.25797
1P34,0.55595
1NWY,0.20675
1N36,0.29537
1N34,0.29459
1MNM,0.32491
1NVP,0.33848
1N6Q,0.30545
1Q7Y,0.24913
1NJI,0.33753
1P3I,0.57854
1P3O,0.56514
1Q81,0.3998
1P3M,0.55981
1Q86,0.33849
1N33,0.28908
1P3K,0.56137
1P3L,0.55062
1PGL,0.33172
1P3G,0.55669
1NH2,0.27748
1SFO,0.21599
1U35,0.56072
1T03,0.30802
1RB8,0.15063
1S32,error
1S72,0.21576
1R9S,0.2167
1QVG,0.18429
1QVF,0.18518
1SM1,0.20171
1RZR,0.33763
1T2K,0.30818
1R9T,0.20911
1R0A,0.30534
1RY1,0.35119
1VY5,0.28817
1VQ9,0.22282
1YI2,0.22651
1VQK,0.23963
1VQ6,0.21931
1YIT,0.21822
1VY7,0.29208
1VQ4,0.2406
1XMO,0.29084
1VQ5,0.21713
1VQ7,0.22046
1VQ8,0.21957
1VQL,0.23914
1VQM,0.21774
1VQN,0.23961
1VQO,0.23844
1VQP,0.23879
1VVJ,0.29446
1VY4,0.28897
1VY6,0.29181
1W2B,0.17456
1X18,0.28392
1XBP,0.23408
1XMQ,0.27822
1XNQ,0.28873
1XNR,0.28711
1YHQ,0.21501
1YIJ,0.23586
1YJ9,0.21921
1YJN,0.23851
1YJW,0.21667
1ZBB,0.54949
1ZLA,0.29348
2BBV,0.49076
2CV5,0.55471
2D3O,0.28941
2E5L,0.29137
2ESL,error
2F4V,0.28481
2F8N,0.55439
2FJ7,0.55829
2HHH,0.2817
2JA7,0.22813
2NQB,0.57182
2NZD,0.56217
2OM7,0.20315
2OTJ,0.23894
2OTL,0.23687
2PO1,0.79599
2PYO,0.55368
2QA4,error
2QEX,0.21509
2QL2,0.60994
2RMA,error
2RMB,error
2UU9,0.28928
2UUA,0.28549
2UUB,0.29263
2UUC,0.28527
2UXB,0.28406
2UXC,0.29439
2UXD,error
2VQE,0.28686
2VQF,0.28873
2WW9,0.27353
2WWA,0.28851
2WWB,0.26894
2X2C,error
2YKR,0.27413
2ZM6,0.28536
3A6N,0.57437
3AFA,0.5626
3AN2,0.56828
3AV1,0.57292
3AV2,0.57246
3AYW,0.56263
3AZE,0.55884
3AZF,0.56107
3AZG,0.56187
3AZH,0.56732
3AZI,0.56421
3AZJ,0.59607
3AZK,0.56299
3AZL,0.56228
3AZM,0.55753
3AZN,0.55928
3B6F,0.54269
3B6G,0.55259
3C1B,0.56589
3C1C,0.57295
3CC2,0.21587
3CC4,0.21583
3CC7,0.23462
3CCE,0.21627
3CCJ,0.24559
3CCL,0.23653
3CCM,0.21911
3CCQ,0.23413
3CCR,0.23835
3CCS,0.23536
3CCU,0.215
3CCV,0.21682
3CD6,0.22595
3CMA,0.23752
3CME,0.22889
3CPW,0.15705
3CXC,0.15909
3DZU,0.52157
3DZY,0.53732
3E00,0.51868
3EWF,0.99887
3G4S,0.22869
3G6E,0.21439
3G71,0.22783
3GI0,error
3GLF,0.43878
3GLG,0.44411
3GLI,0.39539
3GUT,0.76079
3HOU,0.23568
3HOW,0.22382
3I55,0.21294
3I56,0.22167
3IAB,0.63248
3IY8,0.2973
3IY9,0.25545
3J0L,0.35677
3J0O,0.35677
3J0P,0.27737
3J0Q,0.30457
3J45,0.36592
3J46,0.38053
3J5S,0.33985
3J7O,0.20723
3J7P,0.36296
3J7Q,0.26502
3J7R,0.24812
3J80,0.2676
3J81,0.27938
3J9W,0.28576
3JAG,0.03653
3JAH,0.03527
3JAI,0.0387
3JAJ,0.08478
3JAM,0.26761
3JAN,0.28186
3JAP,0.27225
3JAQ,0.26089
3JCA,0.1773
3JCJ,0.26099
3JCS,0.19071
3JCT,0.33724
3JD5,0.34106
3KUY,0.55643
3KWQ,0.56454
3KXB,0.56386
3L2Q,0.90353
3L2R,0.9005
3L2U,0.90336
3L2V,0.90665
3L2W,0.90316
3LEL,0.54591
3LJA,0.56902
3LZ0,0.56713
3LZ1,0.56661
3MGP,0.56712
3MGQ,0.56776
3MGR,0.56904
3MGS,0.56855
3MNN,0.56262
3MVD,0.13148
3O62,0.56839
3OQM,0.39189
3OQN,0.39673
3OQO,0.37707
3OS0,0.80601
3OS1,0.90283
3OS2,0.90267
3OTO,0.29214
3OW2,0.15666
3OY9,0.80501
3OYA,0.80615
3OYB,0.8056
3OYC,0.80576
3OYD,0.80654
3OYE,0.80546
3OYF,0.80693
3OYG,0.8058
3OYH,0.8057
3OYI,0.81261
3OYJ,0.80906
3OYK,0.80881
3OYL,0.81016
3OYM,0.82101
3OYN,0.80621
3P57,0.26829
3QUM,0.22101
3REH,0.5618
3REI,0.56292
3REJ,0.57303
3REK,0.5729
3REL,0.57317
3S3M,0.80602
3S3N,0.80874
3S3O,0.80747
3T1H,0.28205
3T1Y,0.28972
3TU4,0.24217
3UT9,0.57343
3UTA,0.56441
3UTB,0.57395
3W96,0.56594
3W97,0.56732
3W98,0.55205
3W99,0.57008
3WA9,0.56592
3WAA,0.56631
3WKJ,0.56383
3WTP,0.54426
3X1S,0.56889
3X1T,0.56678
3X1U,0.55556
3X1V,0.55098
3ZN8,0.33875
4A2I,0.28984
4ADV,0.2919
4ADX,0.21588
4AQY,0.28265
4AV1,0.75022
4B3M,0.29276
4B3R,0.29276
4B3S,0.28773
4B3T,0.29234
4BAC,0.80731
4BDY,0.80694
4BDZ,0.80612
4BE0,0.80495
4BE1,0.80467
4BE2,0.80661
4BY9,0.29528
4D5L,0.26927
4D5Y,0.18267
4D61,0.26927
4D67,0.18267
4DR1,0.28749
4DR2,0.28803
4DR3,0.28189
4DR4,0.28733
4DR5,0.28773
4DR6,0.28569
4DR7,0.28808
4DUY,0.28856
4DUZ,0.29327
4DV0,0.28876
4DV1,0.29029
4DV2,0.29443
4DV3,0.28873
4DV4,0.29102
4DV5,0.28798
4DV6,0.28722
4DV7,0.28687
4E7H,0.80553
4E7I,0.80578
4E7J,0.90129
4E7K,0.89998
4E7L,0.90388
4FL8,0.98403
4FSJ,0.4569
4FTB,0.40171
4GKJ,0.28921
4GKK,0.28255
4IKF,0.80514
4IQJ,0.34474
4IQR,0.70151
4J8U,0.56386
4J8V,0.56214
4J8W,0.56235
4J8X,0.56084
4JI0,0.28376
4JI1,0.28792
4JI2,0.2877
4JI3,0.28799
4JI4,0.28948
4JI5,0.28781
4JI6,0.28673
4JI7,0.29016
4JI8,0.28701
4JJN,0.24671
4JV5,0.28739
4JYA,0.28464
4K0K,0.28456
4KGC,0.56474
4KHP,0.29403
4KUD,0.23904
4KVB,0.28984
4L47,0.29446
4L71,0.29446
4LD9,0.2454
4LEL,0.29446
4LF4,0.28791
4LF5,0.29207
4LF6,0.28459
4LF7,0.28927
4LF8,0.28927
4LF9,0.29011
4LFA,0.28887
4LFB,0.28701
4LFC,0.28865
4LFZ,0.29446
4LNT,0.28653
4LSK,0.29446
4LT8,0.29446
4NDY,0.51175
4NE1,0.49534
4NQA,0.03111
4NXM,0.29038
4NXN,0.28854
4OX9,0.28695
4P6F,0.28652
4P70,0.28652
4P9H,0.19907
4PJO,0.21249
4PU3,0.41404
4QLC,0.33403
4R8P,0.26625
4TUA,0.28652
4TUB,0.28652
4TUC,0.28651
4TUD,0.28651
4TUE,0.28651
4U1U,0.28918
4U1V,0.28936
4U20,0.2927
4U24,0.29347
4U25,0.2901
4U26,0.29026
4U27,0.29164
4U3M,0.20072
4U3N,0.18873
4U3U,0.20263
4U4N,0.21975
4U4O,0.20024
4U4Q,0.19997
4U4R,0.20317
4U4U,0.20112
4U4Y,0.20255
4U4Z,0.20194
4U50,0.19925
4U51,0.19881
4U52,0.19974
4U53,0.19915
4U55,0.20134
4U56,0.19332
4U6F,0.19876
4UE5,0.23402
4UG0,0.20772
4UJC,0.3101
4UJD,0.18267
4UJE,0.26927
4UMM,0.15796
4V3P,0.24381
4V42,0.28678
4V47,0.3051
4V48,0.30513
4V49,0.28695
4V4A,0.28695
4V4B,0.2476
4V4G,0.29338
4V4H,0.29233
4V4I,0.14071
4V4J,0.15175
4V4N,0.21245
4V4Q,0.28984
4V4R,0.29107
4V4S,0.28933
4V4T,0.28812
4V4V,0.28057
4V4W,0.27971
4V4X,0.28706
4V4Y,0.28189
4V4Z,0.2825
4V50,0.28897
4V51,0.28833
4V52,0.29161
4V53,0.28947
4V54,0.29277
4V55,0.28935
4V56,0.28777
4V57,0.2917
4V5A,0.28173
4V5C,0.28437
4V5D,0.28859
4V5E,0.29325
4V5F,0.28789
4V5G,0.28493
4V5H,0.28722
4V5J,0.28068
4V5K,0.28391
4V5L,0.28473
4V5M,0.29092
4V5N,0.28924
4V5P,0.28301
4V5Q,0.28537
4V5R,0.28867
4V5S,0.28349
4V5Y,0.29101
4V5Z,0.29508
4V61,0.28354
4V63,0.29082
4V64,0.29628
4V65,0.38239
4V66,0.37551
4V67,0.28589
4V68,0.28885
4V69,0.28892
4V6A,0.29306
4V6C,0.29447
4V6D,0.29125
4V6E,0.28481
4V6G,0.28772
4V6K,0.23951
4V6L,0.30416
4V6M,0.14059
4V6O,0.30019
4V6P,0.27538
4V6Q,0.29655
4V6R,0.29436
4V6T,0.29023
4V6U,0.36402
4V6V,0.35973
4V6W,0.27721
4V6X,0.2683
4V6Y,0.27924
4V6Z,0.27988
4V70,0.27317
4V71,0.26991
4V72,0.28371
4V73,0.29086
4V74,0.26968
4V75,0.2628
4V76,0.27335
4V77,0.27327
4V78,0.26944
4V79,0.2887
4V7A,0.27491
4V7B,0.29285
4V7C,0.29276
4V7E,0.27602
4V7F,0.24512
4V7H,0.2923
4V7L,0.28609
4V7M,0.28857
4V7P,0.29561
4V7R,0.27717
4V7S,0.28641
4V7T,0.29361
4V7U,0.28927
4V7V,0.28869
4V7W,0.29051
4V7X,0.28812
4V7Y,0.28885
4V7Z,0.28769
4V83,0.28566
4V84,0.28773
4V85,0.28753
4V88,0.26872
4V89,0.28731
4V8B,0.29067
4V8D,0.28409
4V8G,0.28798
4V8H,0.28149
4V8I,0.28484
4V8J,0.28821
4V8N,0.29124
4V8O,0.2854
4V8P,0.25401
4V8S,0.29269
4V8T,0.21928
4V8U,0.28724
4V8X,0.28745
4V90,0.28153
4V91,0.22052
4V92,0.27951
4V95,0.2813
4V97,0.29217
4V9A,0.29122
4V9B,0.28956
4V9C,0.29093
4V9D,0.29024
4V9F,0.22595
4V9H,0.29719
4V9I,0.28783
4V9J,0.26724
4V9K,0.28863
4V9L,0.27882
4V9M,0.27708
4V9N,0.28766
4V9R,0.2897
4V9S,0.29139
4W29,0.29202
4W2F,0.29161
4W2G,0.2871
4W2H,0.28841
4W2I,0.29337
4W4G,0.28342
4W9M,0.07713
4WF1,0.29154
4WOI,0.29323
4WU8,0.55795
4WU9,0.55828
4WWW,0.29243
4WZJ,0.59052
4X23,0.18799
4X62,0.2897
4X64,0.28691
4X65,0.28727
4X66,0.29513
4XEJ,0.23941
4XUJ,0.56063
4XZQ,0.5617
4Y8G,0.66053
4YBB,0.28929
4YHH,0.28788
4YLN,0.07696
4YLO,0.08235
4YLP,0.08061
4YM5,0.57521
4YM6,0.56349
4YPB,0.28342
4YS3,0.55108
4YV9,error
4YY3,0.28696
4YZV,0.28342
4Z5T,0.57561
4Z66,0.55746
4ZSN,0.28342
4ZTF,0.80522
4ZTJ,0.80494
4ZUX,0.0988
5A2Q,0.28367
5A8L,0.12376
5A9Z,0.23698
5AA0,0.23379
5ACO,0.28984
5AJ0,0.20681
5AJ3,0.29072
5AJ4,0.33808
5APN,0.21047
5APO,0.20737
5AV5,0.57514
5AV6,0.57545
5AV8,0.57568
5AV9,0.57515
5AVB,0.57501
5AVC,0.57388
5AY8,0.57058
5B0Y,0.56133
5B0Z,0.55465
5B1L,0.55734
5B1M,0.55798
5B24,0.56151
5B2I,0.57623
5B2J,0.57519
5B31,0.55794
5B32,0.5557
5B33,0.55728
5B40,0.57198
5BK4,0.67353
5BR8,0.28583
5C8E,0.71594
5CCB,0.60208
5CCX,0.60235
5CD1,0.60596
5CIZ,0.40531
5CP6,0.55775
5CPI,0.56178
5CPJ,0.56915
5CPK,0.56551
5CZP,0.28944
5D9Q,0.28777
5DAT,0.19892
5DC3,0.20143
5DFE,0.28896
5DGE,0.20253
5DGF,0.19806
5DGV,0.19935
5DNM,0.56321
5DNN,0.56317
5DQT,0.19861
5DQU,0.41388
5DQZ,0.41821
5DS6,0.40349
5E5A,0.38344
5F99,0.50587
5FCI,0.19915
5FCJ,0.18826
5FLX,0.276
5FRM,0.81175
5FRN,0.81159
5FRO,0.81508
5FUU,0.34071
5GAD,0.23703
5GAE,0.24122
5GAF,0.23703
5GAG,0.23921
5GAH,0.23703
5GAK,0.32579
5GMK,0.2685
5GSE,0.50842
5GSU,0.57341
5GT0,0.56491
5GT3,0.56632
5GTC,0.37789
5GXQ,0.56218
5H1S,0.23012
5H4P,0.18771
5HBU,0.95825
5HQ2,0.12861
5I4L,0.19811
5IPL,0.07943
5IPM,0.08011
5IPN,0.08002
5IQR,0.27663
5IT7,0.34642
5IT8,0.29481
5IT9,0.27761
5IWA,0.28703
5J0N,0.28685
5J30,0.29018
5J3C,0.28745
5J4D,0.30477
5J5B,0.29114
5J7L,0.28968
5J88,0.30177
5J8A,0.29925
5J91,0.29114
5JC9,0.29695
5JJF,error
5JPQ,0.17611
5JRG,0.55
5JTE,0.29934
5JU8,0.29871
5JUB,0.8296
5JUO,0.19271
5JUP,0.19775
5JUS,0.19706
5JUT,0.19313
5JUU,0.19567
5K0Y,0.24988
5KGF,0.22098
5LKS,0.18389
5LL6,0.26804
5LMN,0.28927
5LMO,0.28652
5LMP,0.28822
5LMQ,0.28142
5LMR,0.29827
5LMS,0.28889
5LMT,0.28956
5LMU,0.29758
5LMV,0.28861
5LQW,too_long
5LYB,0.20075
5LZS,0.23621
5LZT,0.02988
5LZU,0.23631
5LZV,0.03624
5LZW,0.0362
5LZX,0.23228
5LZY,0.23425
5LZZ,0.23507
5M0I,0.931
5M0J,0.36511
5M0R,0.53723
5M1J,0.32126
5MC6,0.26429
5MDV,0.07515
5MDW,0.06354
5MDY,0.06755
5MDZ,0.24351
5ME0,0.28929
5ME1,0.28929
5MEI,0.23172
5MLU,0.2022
5MMA,0.81626
5MMB,0.81507
5MPS,0.26048
5MQ0,0.26965
5MQF,0.26597
5MY1,0.28984
5MYJ,0.20204
5NCO,0.23703
5NDG,0.19356
5NDV,0.18995
5NDW,0.19984
5NJT,0.29804
5NL0,0.32604
5NO1,0.8162
5NO2,0.24536
5NO3,0.28605
5NO4,0.2288
5NRL,0.02529
5NWY,0.29181
5O5J,0.11958
5O60,0.04418
5O61,0.35889
5O6U,0.2387
5O7H,0.16696
5O9G,0.05811
5O9Z,0.02974
5OA3,0.28119
5OBM,0.19898
5OMX,0.57425
5ON6,0.23256
5ONG,0.56368
5ONW,0.56745
5OPT,0.36988
5OQL,0.06789
5OT7,0.25101
5OXV,0.56712
5OY7,0.56712
5T2C,0.28783
5T5H,0.25921
5T62,0.21368
5T6R,0.21715
5T7V,0.16832
5TBW,0.23547
5TCU,0.16699
5TGA,0.19994
5TGM,0.19828
5TZS,0.22803
5U1C,0.48316
5U4J,0.12485
5U9F,0.2455
5U9G,0.22704
5UAN,0.54454
5UKB,0.30771
5UOP,0.80506
5UOQ,0.80528
5UTF,0.17691
5UYK,0.22346
5UYL,0.15221
5UYM,0.1722
5UYN,0.16653
5UYP,0.14659
5UYQ,0.16026
5UZ4,0.2729
5VPO,0.28652
5VPP,0.2897
5VVJ,0.39521
5VVK,0.40908
5VVL,0.40377
5W6D,0.195
5W7G,0.81199
5WCU,0.33281
5WFE,0.3768
5WLC,0.16589
5WNP,0.28761
5WNQ,0.28962
5WNR,0.28894
5WNS,0.28752
5WNT,0.28882
5WNU,0.28676
5WNV,0.28831
